city,crop,crop_variety,Modal_Price (Rs./Quintal)
Pune,गहू,जीडब्ल्यू 12,6303
Pune,गहू,HI-8759,6676
Pune,ज्वारी,Foxtail millet,4001
Pune,हरभरा,jaki 9218,4853
Pune,ज्वारी,Foxtail millet,3938
Pune,ज्वारी,Foxtail millet,5776
Pune,सोयाबीन,js335,2757
Pune,सोयाबीन,js335,3353
Pune,सोयाबीन,js335,3714
Pune,गहू,शरबती,2014
Pune,ज्वारी,Foxtail millet,3459
Pune,तूर,bdl 711,6281
Pune,हरभरा,vijay,4564
Pune,सोयाबीन,maus 71,7728
Pune,ज्वारी,Foxtail millet,2833
Pune,हरभरा,vijay,3091
Pune,ज्वारी,Foxtail millet,6694
Pune,तूर,bdl 716,4926
Pune,बाजरी,MLSH-296 GOLD,4385
Pune,ज्वारी,Foxtail millet,2840
Pune,तूर,godavari,2678
Pune,ज्वारी,Foxtail millet,5970
Pune,बाजरी,MLSH-296 GOLD,4412
Pune,बाजरी,MLSH 2428,5728
Pune,सोयाबीन,maus 71,2818
Pune,तूर,godavari,3236
Pune,सोयाबीन,js335,6090
Pune,बाजरी,MLSH 2428,3395
Pune,हरभरा,vijay,3086
Pune,गहू,HI-8759,7395
Pune,बाजरी,MLSH-296 GOLD,7504
Pune,बाजरी,MLSH 2428,2165
Pune,हरभरा,digvijay,6500
Pune,तूर,bdl 716,4991
Pune,सोयाबीन,maus 71,7174
Pune,ज्वारी,Foxtail millet,3557
Pune,गहू,जीडब्ल्यू 12,2841
Pune,तूर,bdl 716,3489
Pune,ज्वारी,Foxtail millet,4237
Pune,हरभरा,vijay,5274
Pune,बाजरी,MLSH-296 GOLD,3202
Pune,गहू,HI-8759,6828
Pune,बाजरी,MLSH-296 GOLD,4573
Pune,बाजरी,MLSH 2428,7123
Pune,सोयाबीन,js335,7995
Pune,हरभरा,j11,5411
Pune,बाजरी,MLSH 2428,5183
Pune,बाजरी,MLSH-296 GOLD,3331
Pune,गहू,HI-8759,7449
Pune,हरभरा,j11,4448
Pune,हरभरा,j11,4758
Pune,तूर,bdl 711,7795
Pune,तूर,godavari,3882
Pune,बाजरी,MLSH 2428,4125
Pune,बाजरी,MLSH 2428,2742
Pune,ज्वारी,Foxtail millet,6990
Pune,बाजरी,MLSH-296 GOLD,4892
Pune,बाजरी,MLSH 2428,4826
Pune,सोयाबीन,js335,3127
Pune,हरभरा,vijay,5889
Pune,सोयाबीन,js335,2455
Pune,ज्वारी,Foxtail millet,2391
Pune,हरभरा,vijay,7824
Pune,सोयाबीन,maus 71,5958
Pune,ज्वारी,Foxtail millet,3450
Pune,हरभरा,j11,3975
Pune,गहू,शरबती,5559
Pune,गहू,शरबती,6134
Pune,सोयाबीन,js335,4928
Pune,सोयाबीन,maus 71,2337
Pune,हरभरा,j11,3822
Pune,बाजरी,MLSH 2428,6777
Pune,तूर,godavari,2612
Pune,ज्वारी,Foxtail millet,2725
Pune,बाजरी,MLSH 2428,2860
Pune,गहू,HI-8759,7492
Pune,ज्वारी,Foxtail millet,6594
Pune,गहू,HI-8759,3245
Pune,गहू,HI-8759,4231
Pune,ज्वारी,Foxtail millet,4962
Pune,सोयाबीन,maus 162,6714
Pune,गहू,जीडब्ल्यू 12,6545
Pune,तूर,godavari,4360
Pune,गहू,शरबती,6785
Pune,हरभरा,vijay,3185
Pune,हरभरा,j11,6057
Pune,बाजरी,MLSH 2428,4329
Pune,सोयाबीन,maus 71,4009
Pune,हरभरा,digvijay,4181
Pune,ज्वारी,Foxtail millet,2188
Pune,ज्वारी,Foxtail millet,6085
Pune,ज्वारी,Foxtail millet,6476
Pune,तूर,godavari,6936
Pune,बाजरी,MLSH 2428,4199
Pune,तूर,bdl 711,5130
Pune,ज्वारी,Foxtail millet,2862
Pune,गहू,शरबती,5798
Pune,हरभरा,digvijay,7212
Pune,ज्वारी,Foxtail millet,5581
Pune,हरभरा,jaki 9218,6696
Pune,ज्वारी,Foxtail millet,5257
Pune,सोयाबीन,maus 71,4093
Pune,गहू,जीडब्ल्यू 12,7342
Pune,गहू,HI-8759,2327
Pune,बाजरी,MLSH-296 GOLD,4927
Pune,तूर,bdl 711,7436
Pune,बाजरी,MLSH 2428,4547
Pune,हरभरा,jaki 9218,5601
Pune,गहू,HI-8759,6164
Pune,तूर,bdl 716,5869
Pune,ज्वारी,Foxtail millet,2324
Pune,तूर,godavari,4754
Pune,सोयाबीन,maus 162,4591
Pune,गहू,HI-8759,7395
Pune,ज्वारी,Foxtail millet,6454
Pune,ज्वारी,Foxtail millet,5101
Pune,गहू,HI-8759,4347
Pune,सोयाबीन,maus 162,3219
Pune,हरभरा,vijay,2374
Pune,हरभरा,j11,3412
Pune,बाजरी,MLSH 2428,2090
Pune,तूर,bdl 711,4926
Pune,सोयाबीन,js335,5054
Pune,हरभरा,digvijay,7869
Pune,हरभरा,j11,6901
Pune,ज्वारी,Foxtail millet,2798
Pune,गहू,HI-8759,5446
Pune,गहू,शरबती,4098
Pune,गहू,जीडब्ल्यू 12,2933
Pune,बाजरी,MLSH 2428,2294
Pune,ज्वारी,Foxtail millet,6605
Pune,तूर,bdl 711,5393
Pune,हरभरा,j11,4549
Pune,हरभरा,jaki 9218,2997
Pune,ज्वारी,Foxtail millet,7374
Pune,ज्वारी,Foxtail millet,2298
Pune,हरभरा,digvijay,5681
Pune,हरभरा,digvijay,5915
Pune,तूर,bdl 711,3959
Pune,ज्वारी,Foxtail millet,6486
Pune,बाजरी,MLSH-296 GOLD,3375
Pune,सोयाबीन,js335,2816
Pune,ज्वारी,Foxtail millet,2845
Pune,सोयाबीन,maus 71,7443
Pune,बाजरी,MLSH 2428,3152
Pune,गहू,शरबती,6565
Pune,तूर,bdl 711,7238
Pune,सोयाबीन,maus 71,3685
Pune,हरभरा,j11,3111
Pune,हरभरा,digvijay,7468
Pune,ज्वारी,Foxtail millet,4167
Pune,तूर,bdl 711,6142
Pune,ज्वारी,Foxtail millet,2865
Pune,ज्वारी,Foxtail millet,5076
Pune,सोयाबीन,maus 71,2981
Pune,हरभरा,vijay,2382
Pune,बाजरी,MLSH 2428,6652
Pune,ज्वारी,Foxtail millet,4884
Pune,तूर,bdl 711,3693
Pune,ज्वारी,Foxtail millet,2819
Pune,हरभरा,jaki 9218,4921
Pune,गहू,HI-8759,4609
Pune,ज्वारी,Foxtail millet,3007
Pune,गहू,HI-8759,4008
Pune,तूर,bdl 711,5201
Pune,तूर,bdl 711,7943
Pune,गहू,HI-8759,7023
Pune,तूर,bdl 716,2414
Pune,बाजरी,MLSH 2428,2072
Pune,सोयाबीन,maus 71,2885
Pune,हरभरा,vijay,6087
Pune,ज्वारी,Foxtail millet,2849
Pune,बाजरी,MLSH 2428,4820
Pune,तूर,bdl 716,5043
Pune,हरभरा,jaki 9218,6237
Pune,बाजरी,MLSH-296 GOLD,7777
Pune,ज्वारी,Foxtail millet,7649
Pune,ज्वारी,Foxtail millet,5798
Pune,गहू,HI-8759,4248
Pune,ज्वारी,Foxtail millet,7540
Pune,तूर,bdl 711,3885
Pune,हरभरा,jaki 9218,4289
Pune,तूर,godavari,4320
Pune,बाजरी,MLSH-296 GOLD,5389
Pune,ज्वारी,Foxtail millet,4465
Pune,हरभरा,digvijay,7362
Pune,हरभरा,j11,2655
Pune,बाजरी,MLSH-296 GOLD,2160
Pune,हरभरा,j11,2424
Pune,सोयाबीन,maus 162,5810
Pune,तूर,bdl 711,5852
Pune,हरभरा,j11,4908
Pune,गहू,शरबती,7681
Pune,ज्वारी,Foxtail millet,5523
Pune,ज्वारी,Foxtail millet,3240
Pune,गहू,जीडब्ल्यू 12,3879
Pune,बाजरी,MLSH 2428,7726
Pune,तूर,bdl 716,6400
Pune,हरभरा,vijay,3572
Pune,ज्वारी,Foxtail millet,6445
Pune,बाजरी,MLSH 2428,5035
Pune,बाजरी,MLSH-296 GOLD,2667
Pune,ज्वारी,Foxtail millet,2297
Pune,तूर,godavari,7874
Pune,सोयाबीन,maus 162,6962
Pune,गहू,HI-8759,5719
Pune,हरभरा,vijay,7419
Pune,हरभरा,vijay,7635
Pune,सोयाबीन,maus 71,5523
Pune,तूर,bdl 716,6001
Pune,गहू,जीडब्ल्यू 12,2128
Pune,तूर,godavari,6049
Pune,बाजरी,MLSH 2428,2931
Pune,बाजरी,MLSH 2428,6472
Pune,तूर,bdl 711,6228
Pune,बाजरी,MLSH-296 GOLD,5092
Pune,सोयाबीन,maus 162,3200
Pune,ज्वारी,Foxtail millet,3587
Pune,सोयाबीन,maus 162,5921
Pune,ज्वारी,Foxtail millet,6428
Pune,ज्वारी,Foxtail millet,4574
Pune,बाजरी,MLSH-296 GOLD,7892
Pune,ज्वारी,Foxtail millet,6313
Pune,तूर,bdl 716,3346
Pune,बाजरी,MLSH 2428,5209
Pune,तूर,bdl 716,5851
Pune,बाजरी,MLSH-296 GOLD,4166
Pune,हरभरा,digvijay,3478
Pune,तूर,godavari,5451
Pune,बाजरी,MLSH 2428,4145
Pune,बाजरी,MLSH 2428,7969
Pune,सोयाबीन,maus 162,5611
Pune,हरभरा,j11,6404
Pune,तूर,bdl 711,2155
Pune,गहू,शरबती,7455
Pune,बाजरी,MLSH 2428,3519
Pune,गहू,शरबती,3484
Pune,गहू,शरबती,7778
Pune,गहू,शरबती,4233
Pune,बाजरी,MLSH-296 GOLD,5642
Pune,ज्वारी,Foxtail millet,3069
Pune,ज्वारी,Foxtail millet,3201
Pune,बाजरी,MLSH 2428,7319
Pune,हरभरा,digvijay,6868
Pune,गहू,जीडब्ल्यू 12,6495
Pune,ज्वारी,Foxtail millet,5187
Pune,तूर,bdl 716,6948
Pune,ज्वारी,Foxtail millet,3355
Pune,ज्वारी,Foxtail millet,6347
Pune,ज्वारी,Foxtail millet,2041
Pune,ज्वारी,Foxtail millet,2496
Pune,गहू,HI-8759,5848
Pune,बाजरी,MLSH-296 GOLD,2139
Pune,तूर,godavari,4740
Pune,हरभरा,digvijay,6631
Pune,हरभरा,digvijay,2687
Pune,सोयाबीन,maus 71,3107
Pune,ज्वारी,Foxtail millet,4582
Pune,गहू,HI-8759,4691
Pune,गहू,HI-8759,4895
Pune,गहू,HI-8759,7938
Pune,बाजरी,MLSH-296 GOLD,3557
Pune,सोयाबीन,maus 71,5404
Pune,गहू,HI-8759,7932
Pune,बाजरी,MLSH-296 GOLD,6561
Pune,हरभरा,jaki 9218,4834
Pune,बाजरी,MLSH-296 GOLD,3868
Pune,ज्वारी,Foxtail millet,4590
Pune,गहू,HI-8759,5924
Pune,ज्वारी,Foxtail millet,4888
Pune,बाजरी,MLSH 2428,6847
Pune,गहू,HI-8759,7601
Pune,बाजरी,MLSH-296 GOLD,5308
Pune,बाजरी,MLSH 2428,3328
Pune,बाजरी,MLSH-296 GOLD,3876
Pune,बाजरी,MLSH-296 GOLD,7389
Pune,बाजरी,MLSH-296 GOLD,6013
Pune,सोयाबीन,maus 162,7460
Pune,गहू,शरबती,4139
Pune,हरभरा,jaki 9218,6498
Pune,गहू,शरबती,6662
Pune,हरभरा,vijay,6087
Pune,बाजरी,MLSH-296 GOLD,4649
Pune,हरभरा,digvijay,6267
Pune,हरभरा,vijay,4326
Pune,ज्वारी,Foxtail millet,4422
Pune,ज्वारी,Foxtail millet,4890
Pune,हरभरा,jaki 9218,6098
Pune,गहू,HI-8759,6984
Pune,तूर,bdl 711,7294
Pune,तूर,bdl 711,6255
Pune,गहू,HI-8759,7304
Pune,ज्वारी,Foxtail millet,2549
Pune,गहू,शरबती,5314
Pune,हरभरा,digvijay,5612
Pune,तूर,bdl 711,4106
Pune,ज्वारी,Foxtail millet,2637
Pune,बाजरी,MLSH 2428,3947
Pune,बाजरी,MLSH 2428,6341
Pune,तूर,bdl 711,2564
Pune,हरभरा,vijay,6465
Pune,ज्वारी,Foxtail millet,7511
Pune,तूर,godavari,5533
Pune,तूर,bdl 711,3842
Pune,ज्वारी,Foxtail millet,5209
Pune,हरभरा,vijay,4286
Pune,तूर,bdl 716,7169
Pune,हरभरा,jaki 9218,5955
Pune,बाजरी,MLSH-296 GOLD,7512
Pune,हरभरा,vijay,3547
Pune,तूर,bdl 711,3928
Pune,बाजरी,MLSH 2428,2983
Pune,बाजरी,MLSH 2428,4308
Pune,हरभरा,j11,5491
Pune,ज्वारी,Foxtail millet,2106
Pune,तूर,godavari,5996
Pune,गहू,जीडब्ल्यू 12,6259
Pune,गहू,जीडब्ल्यू 12,4076
Pune,सोयाबीन,maus 162,3738
Pune,हरभरा,j11,4060
Pune,बाजरी,MLSH 2428,7229
Pune,तूर,bdl 711,5854
Pune,बाजरी,MLSH-296 GOLD,4572
Pune,सोयाबीन,maus 162,6577
Pune,सोयाबीन,maus 162,3491
Pune,गहू,HI-8759,3397
Pune,हरभरा,digvijay,2056
Pune,ज्वारी,Foxtail millet,3550
Pune,गहू,जीडब्ल्यू 12,7235
Pune,बाजरी,MLSH-296 GOLD,6918
Pune,ज्वारी,Foxtail millet,5204
Pune,तूर,bdl 716,4944
Pune,बाजरी,MLSH-296 GOLD,2111
Pune,बाजरी,MLSH-296 GOLD,5452
Pune,हरभरा,j11,4576
Pune,सोयाबीन,js335,7834
Pune,गहू,शरबती,5845
Pune,सोयाबीन,js335,6886
Pune,तूर,bdl 711,7957
Pune,बाजरी,MLSH 2428,6255
Pune,बाजरी,MLSH 2428,4772
Pune,हरभरा,j11,5498
Pune,सोयाबीन,maus 162,2466
Pune,गहू,HI-8759,7721
Pune,तूर,bdl 711,7005
Pune,गहू,HI-8759,5613
Pune,गहू,शरबती,7417
Pune,तूर,bdl 716,5723
Pune,ज्वारी,Foxtail millet,2329
Pune,सोयाबीन,maus 71,5540
Pune,बाजरी,MLSH 2428,5143
Pune,हरभरा,digvijay,2622
Pune,ज्वारी,Foxtail millet,6023
Pune,तूर,bdl 716,3568
Pune,ज्वारी,Foxtail millet,3682
Pune,तूर,bdl 711,3274
Pune,सोयाबीन,maus 162,7082
Pune,गहू,HI-8759,6896
Pune,बाजरी,MLSH 2428,3589
Pune,बाजरी,MLSH 2428,4817
Pune,हरभरा,digvijay,4401
Pune,तूर,bdl 711,2765
Pune,हरभरा,vijay,2022
Pune,तूर,godavari,6539
Pune,ज्वारी,Foxtail millet,3057
Pune,गहू,जीडब्ल्यू 12,3805
Pune,सोयाबीन,maus 71,3501
Pune,तूर,bdl 711,6945
Pune,हरभरा,vijay,2324
Pune,बाजरी,MLSH 2428,3362
Pune,सोयाबीन,maus 162,5363
Pune,सोयाबीन,js335,2327
Pune,तूर,bdl 711,2377
Pune,सोयाबीन,maus 162,6081
Pune,तूर,godavari,4335
Pune,तूर,godavari,6742
Pune,सोयाबीन,maus 162,7570
Pune,बाजरी,MLSH 2428,5355
Pune,हरभरा,digvijay,6188
Pune,सोयाबीन,maus 162,6219
Pune,ज्वारी,Foxtail millet,4803
Pune,तूर,bdl 716,2252
Pune,बाजरी,MLSH 2428,5590
Pune,हरभरा,j11,7617
Pune,सोयाबीन,js335,2949
Pune,हरभरा,j11,7097
Pune,तूर,bdl 716,5081
Pune,हरभरा,j11,7576
Pune,तूर,bdl 711,5002
Pune,सोयाबीन,maus 162,2072
Pune,ज्वारी,Foxtail millet,7145
Pune,हरभरा,j11,3977
Pune,सोयाबीन,maus 162,5806
Pune,ज्वारी,Foxtail millet,7041
Pune,सोयाबीन,js335,7382
Pune,हरभरा,vijay,7353
Pune,हरभरा,digvijay,7145
Pune,ज्वारी,Foxtail millet,2919
Pune,बाजरी,MLSH-296 GOLD,3422
Pune,सोयाबीन,js335,5558
Pune,गहू,शरबती,7056
Pune,गहू,HI-8759,2207
Pune,हरभरा,digvijay,5145
Pune,गहू,शरबती,7143
Pune,बाजरी,MLSH 2428,4939
Pune,तूर,bdl 716,7425
Pune,गहू,शरबती,3298
Pune,सोयाबीन,maus 71,3466
Pune,तूर,bdl 711,2249
Pune,गहू,शरबती,6939
Pune,गहू,शरबती,4847
Pune,बाजरी,MLSH 2428,4156
Pune,ज्वारी,Foxtail millet,5430
Pune,हरभरा,vijay,7881
Pune,हरभरा,vijay,6408
Pune,बाजरी,MLSH 2428,2336
Pune,ज्वारी,Foxtail millet,5334
Pune,हरभरा,digvijay,3860
Pune,तूर,bdl 716,5751
Pune,तूर,bdl 711,5721
Pune,ज्वारी,Foxtail millet,5662
Pune,ज्वारी,Foxtail millet,2665
Pune,सोयाबीन,js335,6352
Pune,गहू,जीडब्ल्यू 12,7778
Pune,सोयाबीन,maus 71,4702
Pune,ज्वारी,Foxtail millet,6902
Pune,बाजरी,MLSH 2428,6873
Pune,सोयाबीन,maus 162,6180
Pune,सोयाबीन,maus 71,3586
Pune,ज्वारी,Foxtail millet,4649
Pune,बाजरी,MLSH 2428,4963
Pune,हरभरा,vijay,3028
Pune,हरभरा,j11,2209
Pune,ज्वारी,Foxtail millet,6435
Pune,बाजरी,MLSH 2428,6476
Pune,हरभरा,jaki 9218,3804
Pune,ज्वारी,Foxtail millet,4571
Pune,हरभरा,digvijay,2274
Pune,गहू,शरबती,5811
Pune,हरभरा,j11,5674
Pune,बाजरी,MLSH 2428,2979
Pune,गहू,HI-8759,4074
Pune,बाजरी,MLSH 2428,5045
Pune,हरभरा,vijay,3802
Pune,ज्वारी,Foxtail millet,7756
Pune,सोयाबीन,js335,4547
Pune,ज्वारी,Foxtail millet,4261
Pune,गहू,HI-8759,6208
Pune,ज्वारी,Foxtail millet,7097
Pune,ज्वारी,Foxtail millet,3954
Pune,ज्वारी,Foxtail millet,4728
Pune,हरभरा,j11,3644
Pune,हरभरा,digvijay,6696
Pune,सोयाबीन,maus 71,3200
Pune,ज्वारी,Foxtail millet,5924
Pune,तूर,bdl 711,7482
Pune,सोयाबीन,js335,5889
Pune,तूर,bdl 711,7279
Pune,गहू,जीडब्ल्यू 12,4400
Pune,बाजरी,MLSH 2428,7202
Pune,बाजरी,MLSH 2428,3577
Pune,सोयाबीन,maus 162,5707
Pune,सोयाबीन,maus 71,5773
Pune,ज्वारी,Foxtail millet,6282
Pune,तूर,bdl 711,6708
Pune,गहू,शरबती,4922
Pune,बाजरी,MLSH 2428,6408
Pune,तूर,godavari,4612
Pune,बाजरी,MLSH 2428,3318
Pune,बाजरी,MLSH 2428,4230
Pune,हरभरा,vijay,5900
Pune,बाजरी,MLSH 2428,6456
Pune,तूर,bdl 711,7758
Pune,गहू,जीडब्ल्यू 12,7973
Pune,ज्वारी,Foxtail millet,2251
Pune,हरभरा,jaki 9218,6073
Pune,ज्वारी,Foxtail millet,5478
Pune,ज्वारी,Foxtail millet,4609
Pune,सोयाबीन,maus 162,2835
Pune,हरभरा,vijay,5414
Pune,तूर,godavari,7348
Pune,हरभरा,jaki 9218,2264
Pune,हरभरा,j11,2551
Pune,बाजरी,MLSH 2428,2239
Pune,ज्वारी,Foxtail millet,7591
Pune,ज्वारी,Foxtail millet,5609
Pune,तूर,bdl 711,7859
Pune,ज्वारी,Foxtail millet,7459
Pune,ज्वारी,Foxtail millet,3850
Pune,बाजरी,MLSH-296 GOLD,4933
Pune,तूर,bdl 711,6739
Pune,गहू,HI-8759,6181
Pune,बाजरी,MLSH 2428,6653
Pune,सोयाबीन,maus 162,4279
Pune,तूर,bdl 711,3671
Pune,तूर,bdl 716,5848
Pune,ज्वारी,Foxtail millet,6050
Pune,बाजरी,MLSH 2428,3950
Pune,ज्वारी,Foxtail millet,6572
Pune,बाजरी,MLSH-296 GOLD,2810
Pune,बाजरी,MLSH 2428,2488
Pune,हरभरा,vijay,5976
Pune,सोयाबीन,maus 71,7561
Pune,गहू,जीडब्ल्यू 12,7715
Pune,सोयाबीन,maus 71,3390
Pune,गहू,HI-8759,6686
Pune,सोयाबीन,js335,4605
Pune,सोयाबीन,js335,2959
Pune,हरभरा,digvijay,3455
Pune,ज्वारी,Foxtail millet,2175
Pune,तूर,bdl 711,5294
Pune,बाजरी,MLSH-296 GOLD,7556
Pune,सोयाबीन,js335,7711
Pune,सोयाबीन,maus 162,3710
Pune,तूर,bdl 716,4738
Pune,सोयाबीन,maus 71,3295
Pune,बाजरी,MLSH-296 GOLD,4548
Pune,तूर,bdl 716,2170
Pune,ज्वारी,Foxtail millet,7327
Pune,बाजरी,MLSH-296 GOLD,4908
Pune,गहू,शरबती,2865
Pune,सोयाबीन,maus 71,4061
Pune,तूर,bdl 711,6486
Pune,बाजरी,MLSH-296 GOLD,5990
Pune,सोयाबीन,maus 162,3118
Pune,ज्वारी,Foxtail millet,5693
Pune,ज्वारी,Foxtail millet,3953
Pune,गहू,शरबती,3309
Pune,ज्वारी,Foxtail millet,6959
Pune,बाजरी,MLSH 2428,3312
Pune,बाजरी,MLSH 2428,7511
Pune,सोयाबीन,js335,2329
Pune,बाजरी,MLSH 2428,3308
Pune,सोयाबीन,js335,7451
Pune,ज्वारी,Foxtail millet,4426
Pune,सोयाबीन,maus 162,2572
Pune,हरभरा,j11,5581
Pune,हरभरा,digvijay,3644
Pune,बाजरी,MLSH 2428,6551
Pune,बाजरी,MLSH 2428,6881
Pune,तूर,bdl 716,7954
Pune,हरभरा,jaki 9218,3459
Pune,तूर,bdl 716,7641
Pune,बाजरी,MLSH-296 GOLD,4684
Pune,ज्वारी,Foxtail millet,3281
Pune,बाजरी,MLSH 2428,2752
Pune,हरभरा,j11,7871
Pune,हरभरा,vijay,2671
Pune,बाजरी,MLSH-296 GOLD,5546
Pune,तूर,godavari,4173
Pune,तूर,bdl 716,2700
Pune,ज्वारी,Foxtail millet,5021
Pune,गहू,जीडब्ल्यू 12,3968
Pune,ज्वारी,Foxtail millet,3275
Pune,बाजरी,MLSH-296 GOLD,4733
Pune,बाजरी,MLSH 2428,7582
Pune,हरभरा,digvijay,5932
Pune,सोयाबीन,maus 162,7345
Pune,गहू,जीडब्ल्यू 12,4361
Pune,हरभरा,vijay,4733
Pune,गहू,शरबती,4322
Pune,तूर,bdl 716,5705
Pune,गहू,HI-8759,2947
Pune,गहू,शरबती,6371
Pune,तूर,godavari,6250
Pune,बाजरी,MLSH 2428,2179
Pune,ज्वारी,Foxtail millet,2877
Pune,हरभरा,vijay,7538
Pune,हरभरा,vijay,4825
Pune,ज्वारी,Foxtail millet,7287
Pune,हरभरा,vijay,6941
Pune,हरभरा,vijay,4069
Pune,ज्वारी,Foxtail millet,5749
Pune,गहू,HI-8759,6066
Pune,गहू,HI-8759,7624
Pune,गहू,शरबती,4226
Pune,बाजरी,MLSH 2428,7970
Pune,तूर,bdl 711,7496
Pune,तूर,bdl 716,7693
Pune,सोयाबीन,maus 162,4627
Pune,बाजरी,MLSH 2428,3903
Pune,सोयाबीन,js335,7840
Pune,बाजरी,MLSH-296 GOLD,7417
Pune,ज्वारी,Foxtail millet,4740
Pune,हरभरा,j11,5924
Pune,तूर,godavari,4813
Pune,तूर,godavari,3440
Pune,गहू,HI-8759,3124
Pune,हरभरा,digvijay,2105
Pune,सोयाबीन,js335,2245
Pune,सोयाबीन,js335,6902
Pune,हरभरा,j11,5705
Pune,बाजरी,MLSH 2428,5280
Pune,बाजरी,MLSH 2428,3560
Pune,गहू,HI-8759,3870
Pune,बाजरी,MLSH 2428,5496
Pune,गहू,शरबती,2055
Pune,ज्वारी,Foxtail millet,3886
Pune,तूर,godavari,5493
Pune,तूर,bdl 716,4396
Pune,बाजरी,MLSH-296 GOLD,5428
Pune,हरभरा,digvijay,6057
Pune,ज्वारी,Foxtail millet,5777
Pune,तूर,godavari,6515
Pune,ज्वारी,Foxtail millet,4128
Pune,गहू,जीडब्ल्यू 12,3327
Pune,ज्वारी,Foxtail millet,5856
Pune,ज्वारी,Foxtail millet,7064
Pune,तूर,godavari,2521
Pune,तूर,bdl 716,7517
Pune,तूर,bdl 711,2632
Pune,गहू,HI-8759,5061
Pune,हरभरा,digvijay,3887
Pune,हरभरा,j11,7603
Pune,हरभरा,vijay,4310
Pune,हरभरा,jaki 9218,6490
Pune,बाजरी,MLSH 2428,5520
Pune,हरभरा,vijay,7147
Pune,तूर,bdl 716,3254
Pune,ज्वारी,Foxtail millet,6337
Pune,ज्वारी,Foxtail millet,2757
Pune,तूर,bdl 716,5622
Pune,गहू,शरबती,3878
Pune,सोयाबीन,js335,6500
Pune,बाजरी,MLSH 2428,6090
Pune,तूर,bdl 716,7448
Pune,बाजरी,MLSH 2428,2980
Pune,ज्वारी,Foxtail millet,4909
Pune,हरभरा,vijay,4644
Pune,बाजरी,MLSH 2428,3146
Pune,तूर,bdl 716,7652
Pune,हरभरा,j11,3265
Pune,ज्वारी,Foxtail millet,6408
Pune,हरभरा,jaki 9218,5702
Pune,तूर,bdl 716,3442
Pune,ज्वारी,Foxtail millet,5080
Pune,सोयाबीन,js335,2527
Pune,हरभरा,j11,3171
Pune,गहू,HI-8759,7045
Pune,ज्वारी,Foxtail millet,4751
Pune,हरभरा,j11,3643
Pune,गहू,शरबती,4614
Pune,ज्वारी,Foxtail millet,6481
Pune,ज्वारी,Foxtail millet,6326
Pune,तूर,bdl 716,5429
Pune,बाजरी,MLSH 2428,2987
Pune,सोयाबीन,maus 162,7822
Pune,गहू,HI-8759,2427
Pune,सोयाबीन,js335,2320
Pune,सोयाबीन,js335,2328
Pune,हरभरा,vijay,4045
Pune,सोयाबीन,maus 71,6284
Pune,ज्वारी,Foxtail millet,7837
Pune,हरभरा,digvijay,4337
Pune,तूर,bdl 711,7264
Pune,बाजरी,MLSH-296 GOLD,7390
Pune,गहू,HI-8759,4971
Pune,ज्वारी,Foxtail millet,7538
Pune,हरभरा,j11,7977
Pune,सोयाबीन,maus 71,5316
Pune,ज्वारी,Foxtail millet,6557
Pune,गहू,HI-8759,4706
Pune,हरभरा,j11,4440
Pune,तूर,bdl 711,3536
Pune,सोयाबीन,maus 71,6826
Pune,हरभरा,digvijay,7059
Pune,गहू,जीडब्ल्यू 12,4944
Pune,ज्वारी,Foxtail millet,2461
Pune,ज्वारी,Foxtail millet,6828
Pune,बाजरी,MLSH 2428,2044
Pune,तूर,godavari,3040
Pune,ज्वारी,Foxtail millet,3656
Pune,ज्वारी,Foxtail millet,3357
Pune,सोयाबीन,maus 71,7168
Pune,गहू,HI-8759,3493
Pune,हरभरा,vijay,5987
Pune,गहू,जीडब्ल्यू 12,7628
Pune,सोयाबीन,maus 71,6474
Pune,तूर,bdl 711,7909
Pune,हरभरा,vijay,5891
Pune,गहू,जीडब्ल्यू 12,3385
Pune,ज्वारी,Foxtail millet,5828
Pune,हरभरा,jaki 9218,4324
Pune,सोयाबीन,maus 71,2342
Pune,गहू,HI-8759,7380
Pune,गहू,शरबती,3683
Pune,सोयाबीन,js335,4351
Pune,ज्वारी,Foxtail millet,3494
Pune,ज्वारी,Foxtail millet,3041
Pune,हरभरा,j11,5395
Pune,तूर,godavari,3001
Pune,गहू,जीडब्ल्यू 12,5636
Pune,हरभरा,vijay,4637
Pune,तूर,bdl 711,3514
Pune,गहू,HI-8759,2223
Pune,गहू,शरबती,6943
Pune,बाजरी,MLSH 2428,3280
Pune,हरभरा,vijay,2229
Pune,सोयाबीन,js335,7010
Pune,गहू,जीडब्ल्यू 12,6594
Pune,गहू,HI-8759,4422
Pune,तूर,godavari,6309
Pune,बाजरी,MLSH-296 GOLD,5579
Pune,ज्वारी,Foxtail millet,7128
Pune,बाजरी,MLSH 2428,4432
Pune,सोयाबीन,maus 71,3387
Pune,बाजरी,MLSH-296 GOLD,7029
Pune,बाजरी,MLSH 2428,5446
Pune,तूर,bdl 716,5936
Pune,तूर,godavari,7248
Pune,ज्वारी,Foxtail millet,6016
Pune,तूर,bdl 711,6576
Pune,तूर,godavari,4554
Pune,ज्वारी,Foxtail millet,2042
Pune,बाजरी,MLSH 2428,7196
Pune,सोयाबीन,js335,4083
Pune,ज्वारी,Foxtail millet,6263
Pune,बाजरी,MLSH-296 GOLD,4007
