city,crop,crop_variety,Modal_Price (Rs./Quintal)
pune,बाजरी,MLSH 2428,6156
pune,बाजरी,MLSH-296 GOLD,6560
pune,सोयाबीन,maus 71,7504
pune,तूर,bdl 711,4038
pune,बाजरी,MLSH 2428,3720
pune,सोयाबीन,maus 162,4675
pune,गहू,शरबती,3621
pune,सोयाबीन,js335,3714
pune,बाजरी,MLSH-296 GOLD,6061
pune,गहू,HI-8759,5425
pune,सोयाबीन,maus 71,2638
pune,सोयाबीन,maus 71,4567
pune,ज्वारी,Foxtail millet,7003
pune,ज्वारी,Foxtail millet,3192
pune,सोयाबीन,maus 71,7507
pune,गहू,HI-8759,5258
pune,बाजरी,MLSH 2428,6220
pune,तूर,bdl 711,3337
pune,सोयाबीन,maus 71,2265
pune,तूर,bdl 711,2961
pune,गहू,शरबती,4044
pune,बाजरी,MLSH 2428,4284
pune,सोयाबीन,maus 71,7329
pune,गहू,जीडब्ल्यू 12,7092
pune,ज्वारी,Foxtail millet,4401
pune,ज्वारी,Foxtail millet,2344
pune,गहू,HI-8759,2000
pune,ज्वारी,Foxtail millet,3819
pune,तूर,bdl 716,2494
pune,ज्वारी,Foxtail millet,6556
pune,बाजरी,MLSH 2428,6562
pune,सोयाबीन,js335,2630
pune,तूर,godavari,2137
pune,गहू,HI-8759,3529
pune,हरभरा,digvijay,2625
pune,तूर,bdl 716,6646
pune,गहू,शरबती,5244
pune,बाजरी,MLSH-296 GOLD,6970
pune,तूर,bdl 716,4296
pune,हरभरा,j11,6821
pune,सोयाबीन,js335,5144
pune,गहू,HI-8759,5113
pune,ज्वारी,Foxtail millet,4647
pune,सोयाबीन,maus 71,6590
pune,हरभरा,vijay,2872
pune,हरभरा,j11,7443
pune,बाजरी,MLSH-296 GOLD,7445
pune,तूर,godavari,4261
pune,सोयाबीन,maus 71,2810
pune,ज्वारी,Foxtail millet,2436
pune,बाजरी,MLSH 2428,7609
pune,ज्वारी,Foxtail millet,3356
pune,तूर,bdl 716,7662
pune,हरभरा,j11,2182
pune,हरभरा,digvijay,4013
pune,तूर,godavari,5110
pune,हरभरा,vijay,3323
pune,गहू,शरबती,3392
pune,ज्वारी,Foxtail millet,2377
pune,तूर,bdl 711,4764
pune,तूर,bdl 716,4192
pune,ज्वारी,Foxtail millet,5544
pune,हरभरा,vijay,4922
pune,बाजरी,MLSH 2428,6230
pune,बाजरी,MLSH 2428,7208
pune,तूर,godavari,7396
pune,ज्वारी,Foxtail millet,4781
pune,हरभरा,vijay,4526
pune,गहू,शरबती,6521
pune,सोयाबीन,maus 71,4006
pune,बाजरी,MLSH 2428,3026
pune,बाजरी,MLSH 2428,5941
pune,सोयाबीन,maus 162,2918
pune,ज्वारी,Foxtail millet,5135
pune,गहू,HI-8759,3677
pune,गहू,HI-8759,7595
pune,बाजरी,MLSH 2428,6506
pune,हरभरा,vijay,3262
pune,हरभरा,j11,4843
pune,गहू,HI-8759,6197
pune,तूर,bdl 711,6795
pune,हरभरा,jaki 9218,5694
pune,गहू,HI-8759,6988
pune,सोयाबीन,js335,4160
pune,तूर,bdl 716,5605
pune,गहू,शरबती,3185
pune,बाजरी,MLSH 2428,2954
pune,सोयाबीन,js335,2544
pune,ज्वारी,Foxtail millet,5922
pune,सोयाबीन,js335,5257
pune,बाजरी,MLSH-296 GOLD,3587
pune,बाजरी,MLSH 2428,6442
pune,बाजरी,MLSH-296 GOLD,4799
pune,हरभरा,digvijay,5424
pune,सोयाबीन,js335,7311
pune,गहू,जीडब्ल्यू 12,7131
pune,हरभरा,jaki 9218,4376
pune,सोयाबीन,js335,2993
pune,तूर,godavari,3488
pune,हरभरा,jaki 9218,7274
pune,बाजरी,MLSH-296 GOLD,7231
pune,तूर,bdl 711,7392
pune,ज्वारी,Foxtail millet,5206
pune,ज्वारी,Foxtail millet,4448
pune,ज्वारी,Foxtail millet,2533
pune,बाजरी,MLSH-296 GOLD,7125
pune,हरभरा,vijay,5732
pune,सोयाबीन,js335,7005
pune,हरभरा,vijay,2175
pune,हरभरा,j11,7044
pune,गहू,HI-8759,5187
pune,हरभरा,digvijay,7837
pune,हरभरा,digvijay,7316
pune,सोयाबीन,maus 71,3707
pune,तूर,godavari,5153
pune,गहू,शरबती,2013
pune,तूर,bdl 711,2100
pune,ज्वारी,Foxtail millet,4293
pune,बाजरी,MLSH-296 GOLD,6351
pune,तूर,bdl 716,7146
pune,हरभरा,j11,4573
pune,हरभरा,digvijay,2371
pune,हरभरा,vijay,7954
pune,बाजरी,MLSH 2428,4619
pune,तूर,godavari,6091
pune,हरभरा,vijay,4364
pune,ज्वारी,Foxtail millet,2222
pune,बाजरी,MLSH-296 GOLD,7483
pune,सोयाबीन,js335,5147
pune,हरभरा,jaki 9218,5752
pune,तूर,bdl 716,7384
pune,बाजरी,MLSH 2428,5963
pune,हरभरा,digvijay,5324
pune,ज्वारी,Foxtail millet,7528
pune,गहू,HI-8759,7921
pune,बाजरी,MLSH-296 GOLD,3222
pune,तूर,bdl 711,4847
pune,तूर,bdl 711,5540
pune,हरभरा,vijay,2251
pune,हरभरा,vijay,4209
pune,हरभरा,vijay,5656
pune,सोयाबीन,maus 162,2390
pune,ज्वारी,Foxtail millet,6103
pune,सोयाबीन,js335,7049
pune,तूर,godavari,4132
pune,सोयाबीन,js335,7640
pune,गहू,शरबती,7924
pune,तूर,bdl 711,3542
pune,गहू,शरबती,5423
pune,गहू,जीडब्ल्यू 12,2537
pune,ज्वारी,Foxtail millet,5032
pune,हरभरा,vijay,5148
pune,तूर,bdl 716,5913
pune,ज्वारी,Foxtail millet,2204
pune,बाजरी,MLSH-296 GOLD,2496
pune,बाजरी,MLSH 2428,6088
pune,हरभरा,j11,3455
pune,गहू,HI-8759,6928
pune,हरभरा,j11,3027
pune,गहू,HI-8759,7070
pune,ज्वारी,Foxtail millet,3221
pune,गहू,शरबती,7477
pune,तूर,bdl 711,3244
pune,हरभरा,jaki 9218,5450
pune,तूर,bdl 711,4112
pune,गहू,HI-8759,4574
pune,तूर,bdl 716,3962
pune,गहू,HI-8759,4834
pune,गहू,HI-8759,5660
pune,गहू,जीडब्ल्यू 12,4288
pune,हरभरा,j11,7023
pune,तूर,bdl 711,3366
pune,हरभरा,j11,5214
pune,बाजरी,MLSH 2428,2514
pune,हरभरा,vijay,7329
pune,हरभरा,j11,7559
pune,ज्वारी,Foxtail millet,3953
pune,तूर,godavari,5808
pune,हरभरा,digvijay,2771
pune,बाजरी,MLSH-296 GOLD,5576
pune,गहू,HI-8759,5506
pune,सोयाबीन,maus 71,4654
pune,तूर,bdl 711,3491
pune,बाजरी,MLSH-296 GOLD,2426
pune,तूर,bdl 716,6903
pune,ज्वारी,Foxtail millet,7760
pune,बाजरी,MLSH-296 GOLD,7542
pune,तूर,godavari,4774
pune,तूर,bdl 711,6051
pune,बाजरी,MLSH-296 GOLD,3478
pune,ज्वारी,Foxtail millet,2863
pune,सोयाबीन,maus 162,7743
pune,हरभरा,digvijay,3886
pune,गहू,HI-8759,5471
pune,तूर,bdl 716,6336
pune,तूर,bdl 716,2591
pune,ज्वारी,Foxtail millet,5034
pune,सोयाबीन,js335,5549
pune,गहू,शरबती,6607
pune,गहू,शरबती,6757
pune,तूर,bdl 716,2431
pune,सोयाबीन,js335,3816
pune,तूर,bdl 711,5084
pune,सोयाबीन,maus 162,3756
pune,गहू,शरबती,7784
pune,सोयाबीन,js335,2871
pune,ज्वारी,Foxtail millet,4426
pune,बाजरी,MLSH 2428,6310
pune,हरभरा,j11,5288
pune,बाजरी,MLSH 2428,4604
pune,हरभरा,j11,5743
pune,ज्वारी,Foxtail millet,5769
pune,सोयाबीन,maus 162,7751
pune,ज्वारी,Foxtail millet,7101
pune,हरभरा,jaki 9218,6621
pune,हरभरा,vijay,3218
pune,तूर,bdl 716,4134
pune,गहू,शरबती,5581
pune,हरभरा,jaki 9218,3687
pune,सोयाबीन,maus 71,6824
pune,हरभरा,j11,6365
pune,गहू,जीडब्ल्यू 12,4511
pune,हरभरा,digvijay,7025
pune,बाजरी,MLSH-296 GOLD,3017
pune,ज्वारी,Foxtail millet,6832
pune,सोयाबीन,maus 71,6620
pune,गहू,HI-8759,3505
pune,गहू,शरबती,4827
pune,गहू,HI-8759,3999
pune,तूर,bdl 716,7969
pune,सोयाबीन,js335,6737
pune,सोयाबीन,js335,5778
pune,तूर,bdl 711,4959
pune,गहू,जीडब्ल्यू 12,6983
pune,हरभरा,j11,7957
pune,गहू,शरबती,3514
pune,ज्वारी,Foxtail millet,6763
pune,तूर,godavari,2379
pune,सोयाबीन,maus 162,3966
pune,ज्वारी,Foxtail millet,5095
pune,गहू,शरबती,7888
pune,बाजरी,MLSH-296 GOLD,6394
pune,तूर,godavari,7786
pune,बाजरी,MLSH-296 GOLD,5077
pune,सोयाबीन,maus 71,2806
pune,गहू,शरबती,6609
pune,हरभरा,j11,4103
pune,हरभरा,digvijay,7264
pune,गहू,शरबती,2275
pune,हरभरा,j11,6551
pune,सोयाबीन,maus 162,2551
pune,ज्वारी,Foxtail millet,3372
pune,सोयाबीन,js335,2371
pune,सोयाबीन,maus 162,6986
pune,गहू,जीडब्ल्यू 12,6464
pune,गहू,HI-8759,3032
pune,तूर,godavari,3433
pune,हरभरा,jaki 9218,4243
pune,तूर,bdl 716,2774
pune,बाजरी,MLSH 2428,7838
pune,ज्वारी,Foxtail millet,4192
pune,सोयाबीन,js335,5635
pune,तूर,bdl 716,4816
pune,गहू,HI-8759,2568
pune,तूर,bdl 711,3044
pune,गहू,HI-8759,5416
pune,बाजरी,MLSH 2428,7115
pune,सोयाबीन,js335,4599
pune,बाजरी,MLSH-296 GOLD,4996
pune,हरभरा,vijay,2581
pune,बाजरी,MLSH 2428,2622
pune,हरभरा,jaki 9218,4216
pune,सोयाबीन,js335,6636
pune,गहू,शरबती,3479
pune,गहू,HI-8759,6230
pune,गहू,HI-8759,3399
pune,बाजरी,MLSH-296 GOLD,7332
pune,ज्वारी,Foxtail millet,2303
pune,तूर,godavari,3672
pune,हरभरा,vijay,4927
pune,सोयाबीन,maus 162,5591
pune,गहू,शरबती,4634
pune,ज्वारी,Foxtail millet,2037
pune,हरभरा,vijay,2015
pune,सोयाबीन,maus 71,6348
pune,ज्वारी,Foxtail millet,6236
pune,गहू,शरबती,6229
pune,गहू,HI-8759,2660
pune,बाजरी,MLSH-296 GOLD,4678
pune,तूर,bdl 716,2978
pune,गहू,शरबती,4801
pune,गहू,जीडब्ल्यू 12,4392
pune,गहू,जीडब्ल्यू 12,5123
pune,बाजरी,MLSH 2428,5261
pune,गहू,HI-8759,2826
pune,सोयाबीन,js335,2110
pune,गहू,HI-8759,2744
pune,सोयाबीन,js335,4546
pune,गहू,HI-8759,2966
pune,ज्वारी,Foxtail millet,3290
pune,गहू,HI-8759,3328
pune,तूर,godavari,4731
pune,ज्वारी,Foxtail millet,6572
pune,सोयाबीन,maus 162,3048
pune,तूर,godavari,6980
pune,बाजरी,MLSH 2428,4936
pune,सोयाबीन,js335,4380
pune,गहू,जीडब्ल्यू 12,3924
pune,सोयाबीन,maus 71,4946
pune,तूर,bdl 711,5653
pune,ज्वारी,Foxtail millet,6790
pune,गहू,शरबती,3285
pune,बाजरी,MLSH 2428,5066
pune,तूर,bdl 711,7115
pune,तूर,bdl 711,3619
pune,हरभरा,j11,6856
pune,गहू,शरबती,4995
pune,सोयाबीन,js335,4884
pune,सोयाबीन,maus 162,2463
pune,सोयाबीन,js335,2277
pune,ज्वारी,Foxtail millet,7452
pune,तूर,bdl 716,6098
pune,सोयाबीन,maus 71,6201
pune,हरभरा,jaki 9218,6454
pune,गहू,HI-8759,5000
pune,हरभरा,vijay,5563
pune,ज्वारी,Foxtail millet,2278
pune,ज्वारी,Foxtail millet,7061
pune,हरभरा,vijay,7759
pune,हरभरा,vijay,5914
pune,हरभरा,digvijay,3617
pune,सोयाबीन,maus 162,7326
pune,बाजरी,MLSH-296 GOLD,3991
pune,गहू,HI-8759,4489
pune,तूर,godavari,7251
pune,तूर,bdl 716,3669
pune,ज्वारी,Foxtail millet,3038
pune,सोयाबीन,maus 71,3297
pune,बाजरी,MLSH 2428,6623
pune,तूर,bdl 711,4677
pune,सोयाबीन,maus 71,7052
pune,गहू,जीडब्ल्यू 12,5309
pune,गहू,HI-8759,4736
pune,बाजरी,MLSH 2428,7222
pune,बाजरी,MLSH-296 GOLD,5200
pune,गहू,शरबती,6321
pune,हरभरा,j11,5516
pune,बाजरी,MLSH 2428,3819
pune,बाजरी,MLSH 2428,3512
pune,तूर,bdl 711,3507
pune,ज्वारी,Foxtail millet,4901
pune,तूर,bdl 711,5302
pune,ज्वारी,Foxtail millet,6168
pune,ज्वारी,Foxtail millet,7724
pune,हरभरा,vijay,6442
pune,बाजरी,MLSH-296 GOLD,6444
pune,हरभरा,jaki 9218,4549
pune,हरभरा,digvijay,6886
pune,बाजरी,MLSH 2428,3615
pune,गहू,HI-8759,7924
pune,हरभरा,j11,5460
pune,गहू,HI-8759,4288
pune,सोयाबीन,js335,5134
pune,गहू,HI-8759,2839
pune,हरभरा,jaki 9218,5772
pune,तूर,bdl 711,2560
pune,तूर,bdl 711,5669
pune,गहू,जीडब्ल्यू 12,6154
pune,तूर,bdl 711,5123
pune,सोयाबीन,js335,5839
pune,सोयाबीन,maus 71,2666
pune,गहू,HI-8759,3005
pune,बाजरी,MLSH 2428,2460
pune,ज्वारी,Foxtail millet,5184
pune,बाजरी,MLSH-296 GOLD,6365
pune,हरभरा,j11,6051
pune,ज्वारी,Foxtail millet,6036
pune,गहू,शरबती,5772
pune,हरभरा,vijay,3049
pune,तूर,godavari,5324
pune,गहू,जीडब्ल्यू 12,4714
pune,हरभरा,j11,6485
pune,तूर,godavari,2317
pune,तूर,godavari,4710
pune,सोयाबीन,maus 162,5626
pune,बाजरी,MLSH 2428,3571
pune,ज्वारी,Foxtail millet,6208
pune,गहू,HI-8759,2241
pune,ज्वारी,Foxtail millet,5499
pune,गहू,HI-8759,5942
pune,तूर,godavari,2004
pune,हरभरा,j11,2245
pune,ज्वारी,Foxtail millet,2089
pune,ज्वारी,Foxtail millet,2234
pune,ज्वारी,Foxtail millet,4179
pune,गहू,शरबती,6380
pune,तूर,godavari,6184
pune,हरभरा,j11,6418
pune,हरभरा,digvijay,2717
pune,गहू,जीडब्ल्यू 12,7385
pune,गहू,HI-8759,2385
pune,हरभरा,j11,3568
pune,ज्वारी,Foxtail millet,5593
pune,हरभरा,digvijay,2242
pune,हरभरा,jaki 9218,2002
pune,बाजरी,MLSH 2428,4777
pune,बाजरी,MLSH-296 GOLD,2713
pune,बाजरी,MLSH-296 GOLD,6615
pune,गहू,शरबती,4689
pune,बाजरी,MLSH-296 GOLD,4980
pune,तूर,bdl 711,2614
pune,गहू,जीडब्ल्यू 12,4934
pune,हरभरा,j11,6139
pune,ज्वारी,Foxtail millet,6360
pune,सोयाबीन,maus 162,7146
pune,बाजरी,MLSH 2428,6608
pune,ज्वारी,Foxtail millet,7302
pune,हरभरा,jaki 9218,2511
pune,गहू,शरबती,4700
pune,गहू,शरबती,6781
pune,तूर,bdl 711,7930
pune,ज्वारी,Foxtail millet,4611
pune,हरभरा,j11,7350
pune,तूर,bdl 711,7020
pune,ज्वारी,Foxtail millet,2331
pune,सोयाबीन,maus 162,4629
pune,बाजरी,MLSH-296 GOLD,2454
pune,गहू,शरबती,2676
pune,हरभरा,j11,7264
pune,ज्वारी,Foxtail millet,7792
pune,बाजरी,MLSH-296 GOLD,4045
pune,हरभरा,digvijay,3683
pune,गहू,HI-8759,4131
pune,बाजरी,MLSH 2428,7677
pune,ज्वारी,Foxtail millet,4249
pune,सोयाबीन,js335,3120
pune,हरभरा,j11,2420
pune,गहू,HI-8759,6107
pune,हरभरा,jaki 9218,2568
pune,हरभरा,j11,2930
pune,बाजरी,MLSH-296 GOLD,3149
pune,सोयाबीन,maus 162,3715
pune,बाजरी,MLSH 2428,7126
pune,सोयाबीन,js335,7029
pune,ज्वारी,Foxtail millet,6208
pune,बाजरी,MLSH 2428,4563
pune,सोयाबीन,maus 162,4018
pune,सोयाबीन,js335,5250
pune,ज्वारी,Foxtail millet,4943
pune,गहू,शरबती,5695
pune,गहू,HI-8759,7330
pune,ज्वारी,Foxtail millet,5202
pune,हरभरा,j11,4837
pune,सोयाबीन,js335,3388
pune,ज्वारी,Foxtail millet,4975
pune,बाजरी,MLSH-296 GOLD,6890
pune,तूर,bdl 711,6074
pune,गहू,जीडब्ल्यू 12,6426
pune,गहू,शरबती,6633
pune,तूर,godavari,6193
pune,सोयाबीन,js335,4531
pune,बाजरी,MLSH-296 GOLD,5198
latur,ज्वारी,Foxtail millet,5807
latur,बाजरी,MLSH 2428,2585
latur,तूर,godavari,6134
latur,हरभरा,jaki 9218,7763
latur,तूर,godavari,4733
latur,सोयाबीन,maus 162,3785
latur,तूर,bdl 716,6307
latur,सोयाबीन,maus 71,7484
latur,सोयाबीन,maus 71,3365
latur,सोयाबीन,js335,4418
latur,तूर,bdl 716,5660
latur,सोयाबीन,maus 162,7593
latur,ज्वारी,Foxtail millet,5721
latur,ज्वारी,Foxtail millet,5559
latur,ज्वारी,Foxtail millet,3685
latur,सोयाबीन,js335,5964
latur,तूर,bdl 711,7263
latur,सोयाबीन,maus 71,5925
latur,सोयाबीन,js335,5102
latur,बाजरी,MLSH-296 GOLD,5051
latur,सोयाबीन,js335,5617
latur,हरभरा,j11,6464
latur,तूर,bdl 711,4991
latur,ज्वारी,Foxtail millet,5769
latur,तूर,godavari,2866
latur,गहू,HI-8759,3297
latur,हरभरा,digvijay,7647
latur,तूर,godavari,6547
latur,तूर,bdl 711,5525
latur,बाजरी,MLSH 2428,6821
latur,हरभरा,j11,3864
latur,सोयाबीन,js335,2530
latur,गहू,HI-8759,6416
latur,हरभरा,vijay,2024
latur,हरभरा,jaki 9218,2992
latur,ज्वारी,Foxtail millet,6754
latur,हरभरा,jaki 9218,5271
latur,बाजरी,MLSH 2428,4794
latur,ज्वारी,Foxtail millet,3713
latur,तूर,bdl 716,5464
latur,तूर,godavari,7891
latur,हरभरा,jaki 9218,4599
latur,सोयाबीन,maus 71,3555
latur,तूर,godavari,6396
latur,तूर,bdl 711,4436
latur,सोयाबीन,maus 71,5919
latur,गहू,HI-8759,3440
latur,गहू,HI-8759,3712
latur,गहू,शरबती,3788
latur,ज्वारी,Foxtail millet,2736
latur,हरभरा,j11,2325
latur,सोयाबीन,js335,5839
latur,हरभरा,digvijay,7018
latur,तूर,bdl 716,7462
latur,तूर,godavari,3074
latur,गहू,HI-8759,2972
latur,हरभरा,jaki 9218,6600
latur,हरभरा,j11,6907
latur,बाजरी,MLSH-296 GOLD,6025
latur,ज्वारी,Foxtail millet,5260
latur,तूर,godavari,7946
latur,सोयाबीन,maus 71,4762
latur,हरभरा,jaki 9218,5369
latur,तूर,bdl 711,7146
latur,ज्वारी,Foxtail millet,3437
latur,गहू,HI-8759,5739
latur,हरभरा,digvijay,2408
latur,तूर,bdl 716,5631
latur,बाजरी,MLSH-296 GOLD,2025
latur,बाजरी,MLSH 2428,2589
latur,सोयाबीन,js335,7026
latur,ज्वारी,Foxtail millet,5287
latur,तूर,bdl 711,7648
latur,सोयाबीन,js335,3685
latur,बाजरी,MLSH-296 GOLD,7981
latur,हरभरा,j11,4060
latur,गहू,जीडब्ल्यू 12,4079
latur,बाजरी,MLSH 2428,6346
latur,ज्वारी,Foxtail millet,7797
latur,हरभरा,jaki 9218,3020
latur,गहू,HI-8759,7801
latur,सोयाबीन,maus 71,5793
latur,गहू,HI-8759,5158
latur,गहू,शरबती,5406
latur,गहू,HI-8759,4679
latur,बाजरी,MLSH-296 GOLD,2538
latur,बाजरी,MLSH 2428,4787
latur,बाजरी,MLSH 2428,7129
latur,तूर,godavari,5143
latur,हरभरा,digvijay,5234
latur,ज्वारी,Foxtail millet,4578
latur,गहू,HI-8759,4319
latur,बाजरी,MLSH-296 GOLD,4772
latur,बाजरी,MLSH-296 GOLD,2006
latur,तूर,bdl 711,7747
latur,हरभरा,vijay,2096
latur,सोयाबीन,js335,2027
latur,ज्वारी,Foxtail millet,6847
latur,ज्वारी,Foxtail millet,6911
latur,ज्वारी,Foxtail millet,5076
latur,गहू,HI-8759,6548
latur,गहू,HI-8759,5271
latur,गहू,शरबती,3775
latur,सोयाबीन,js335,7442
latur,गहू,शरबती,4116
latur,बाजरी,MLSH 2428,7233
latur,सोयाबीन,maus 71,7600
latur,गहू,शरबती,7481
latur,हरभरा,vijay,2620
latur,गहू,शरबती,4842
latur,हरभरा,vijay,3725
latur,तूर,bdl 716,4556
latur,गहू,HI-8759,6059
latur,हरभरा,j11,7598
latur,हरभरा,digvijay,7802
latur,सोयाबीन,maus 162,5789
latur,तूर,godavari,2131
latur,गहू,शरबती,4152
latur,तूर,bdl 716,7234
latur,ज्वारी,Foxtail millet,2079
latur,तूर,godavari,4891
latur,सोयाबीन,maus 71,3712
latur,गहू,जीडब्ल्यू 12,4467
latur,तूर,bdl 711,7649
latur,तूर,bdl 716,3610
latur,बाजरी,MLSH 2428,6227
latur,बाजरी,MLSH 2428,4013
latur,ज्वारी,Foxtail millet,5838
latur,तूर,bdl 711,6317
latur,सोयाबीन,maus 71,7894
latur,हरभरा,j11,5558
latur,सोयाबीन,maus 71,4887
latur,ज्वारी,Foxtail millet,4642
latur,बाजरी,MLSH-296 GOLD,7942
latur,हरभरा,jaki 9218,4565
latur,हरभरा,vijay,3108
latur,बाजरी,MLSH 2428,5322
latur,ज्वारी,Foxtail millet,6073
latur,सोयाबीन,maus 71,7544
latur,गहू,जीडब्ल्यू 12,6221
latur,गहू,HI-8759,2085
latur,गहू,HI-8759,3596
latur,सोयाबीन,maus 71,2346
latur,गहू,शरबती,7934
latur,हरभरा,digvijay,3630
latur,ज्वारी,Foxtail millet,5350
latur,सोयाबीन,maus 162,3569
latur,तूर,godavari,7899
latur,हरभरा,jaki 9218,7945
latur,ज्वारी,Foxtail millet,3426
latur,हरभरा,vijay,2268
latur,तूर,godavari,2745
latur,बाजरी,MLSH-296 GOLD,5869
latur,बाजरी,MLSH 2428,4180
latur,सोयाबीन,js335,7935
latur,तूर,godavari,2645
latur,ज्वारी,Foxtail millet,6371
latur,बाजरी,MLSH 2428,5289
latur,गहू,HI-8759,6146
latur,तूर,godavari,2147
latur,गहू,HI-8759,6090
latur,ज्वारी,Foxtail millet,6635
latur,बाजरी,MLSH-296 GOLD,5123
latur,बाजरी,MLSH 2428,4583
latur,सोयाबीन,js335,6975
latur,ज्वारी,Foxtail millet,4522
latur,तूर,godavari,6299
latur,गहू,शरबती,6613
latur,गहू,शरबती,2364
latur,हरभरा,vijay,5293
latur,तूर,bdl 716,3325
latur,सोयाबीन,maus 162,7191
latur,सोयाबीन,maus 162,4039
latur,गहू,जीडब्ल्यू 12,4907
latur,बाजरी,MLSH 2428,6455
latur,हरभरा,vijay,6624
latur,तूर,bdl 711,2606
latur,गहू,HI-8759,3493
latur,सोयाबीन,maus 162,6683
latur,हरभरा,vijay,5573
latur,बाजरी,MLSH 2428,2613
latur,बाजरी,MLSH-296 GOLD,2879
latur,हरभरा,jaki 9218,7613
latur,बाजरी,MLSH 2428,4357
latur,बाजरी,MLSH 2428,7868
latur,तूर,godavari,4150
latur,बाजरी,MLSH 2428,3997
latur,बाजरी,MLSH 2428,7407
latur,बाजरी,MLSH 2428,3031
latur,तूर,bdl 716,2122
latur,बाजरी,MLSH 2428,4749
latur,तूर,godavari,6090
latur,बाजरी,MLSH 2428,5656
latur,सोयाबीन,js335,6071
latur,सोयाबीन,maus 71,4029
latur,बाजरी,MLSH-296 GOLD,2600
latur,बाजरी,MLSH-296 GOLD,6725
latur,ज्वारी,Foxtail millet,4899
latur,बाजरी,MLSH-296 GOLD,4763
latur,बाजरी,MLSH-296 GOLD,7187
latur,हरभरा,digvijay,4547
latur,ज्वारी,Foxtail millet,4726
latur,हरभरा,vijay,6290
latur,बाजरी,MLSH 2428,4669
latur,बाजरी,MLSH 2428,7257
latur,तूर,bdl 716,5350
latur,ज्वारी,Foxtail millet,2850
latur,हरभरा,jaki 9218,2761
latur,हरभरा,j11,7783
latur,हरभरा,j11,2787
latur,सोयाबीन,maus 162,3455
latur,हरभरा,vijay,5667
latur,सोयाबीन,js335,4793
latur,हरभरा,vijay,7315
latur,बाजरी,MLSH 2428,5579
latur,तूर,godavari,3460
latur,बाजरी,MLSH 2428,6625
latur,तूर,bdl 716,3551
latur,बाजरी,MLSH 2428,6890
latur,तूर,godavari,4630
latur,गहू,HI-8759,5591
latur,हरभरा,vijay,5724
latur,हरभरा,vijay,7179
latur,बाजरी,MLSH 2428,6621
latur,गहू,HI-8759,7557
latur,बाजरी,MLSH 2428,4221
latur,तूर,bdl 711,7108
latur,ज्वारी,Foxtail millet,3508
latur,सोयाबीन,maus 162,7697
latur,ज्वारी,Foxtail millet,2811
latur,सोयाबीन,maus 71,5268
latur,हरभरा,digvijay,7462
latur,हरभरा,j11,7063
latur,तूर,bdl 716,2553
latur,गहू,HI-8759,5237
latur,तूर,bdl 716,2218
latur,ज्वारी,Foxtail millet,3400
latur,सोयाबीन,maus 162,2292
latur,सोयाबीन,js335,6623
latur,बाजरी,MLSH 2428,3500
latur,ज्वारी,Foxtail millet,2953
latur,तूर,bdl 716,3944
latur,सोयाबीन,js335,6871
latur,सोयाबीन,maus 71,5621
latur,गहू,HI-8759,5817
latur,गहू,HI-8759,3335
latur,बाजरी,MLSH-296 GOLD,7877
latur,बाजरी,MLSH-296 GOLD,7710
latur,गहू,HI-8759,6308
latur,हरभरा,digvijay,7668
latur,सोयाबीन,js335,5536
latur,तूर,bdl 716,4963
latur,हरभरा,j11,2815
latur,तूर,bdl 711,5775
latur,गहू,शरबती,5921
latur,ज्वारी,Foxtail millet,3886
latur,ज्वारी,Foxtail millet,2031
latur,गहू,HI-8759,6820
latur,हरभरा,jaki 9218,2074
latur,ज्वारी,Foxtail millet,4188
latur,बाजरी,MLSH 2428,6263
latur,बाजरी,MLSH 2428,3823
latur,सोयाबीन,maus 162,7473
latur,हरभरा,jaki 9218,3584
latur,तूर,godavari,4574
latur,ज्वारी,Foxtail millet,4482
latur,हरभरा,j11,3010
latur,ज्वारी,Foxtail millet,5223
latur,तूर,bdl 711,5766
latur,तूर,bdl 716,2663
latur,ज्वारी,Foxtail millet,2941
latur,गहू,HI-8759,2939
latur,गहू,HI-8759,6409
latur,हरभरा,jaki 9218,4821
latur,बाजरी,MLSH-296 GOLD,2986
latur,गहू,HI-8759,2368
latur,हरभरा,vijay,4144
latur,ज्वारी,Foxtail millet,3733
latur,हरभरा,vijay,3817
latur,तूर,bdl 711,4130
latur,तूर,bdl 711,6084
latur,ज्वारी,Foxtail millet,5952
latur,सोयाबीन,js335,6524
latur,तूर,bdl 711,5656
latur,ज्वारी,Foxtail millet,6073
latur,तूर,godavari,2502
latur,तूर,bdl 711,3963
latur,ज्वारी,Foxtail millet,5677
latur,हरभरा,digvijay,4115
latur,गहू,HI-8759,4220
latur,बाजरी,MLSH-296 GOLD,5428
latur,बाजरी,MLSH 2428,7974
latur,बाजरी,MLSH-296 GOLD,2118
latur,बाजरी,MLSH 2428,2587
latur,बाजरी,MLSH-296 GOLD,6124
latur,बाजरी,MLSH 2428,7559
latur,गहू,जीडब्ल्यू 12,5312
latur,हरभरा,jaki 9218,6325
latur,सोयाबीन,maus 162,3343
latur,हरभरा,vijay,7729
latur,हरभरा,digvijay,5392
latur,सोयाबीन,js335,7755
latur,हरभरा,j11,3695
latur,बाजरी,MLSH 2428,4796
latur,ज्वारी,Foxtail millet,7071
latur,ज्वारी,Foxtail millet,3522
latur,बाजरी,MLSH 2428,6016
latur,बाजरी,MLSH-296 GOLD,4089
